0.,34.,1.,0.1,0.
0.,29.5,1.,0.2,0.85
0.085,24.085,0.915,0.2915,1.5025
0.23525,18.4365,0.76475,0.367975,1.9225
0.4275,13.1545625,0.5725,0.425225,2.10294375
0.637794375,8.711981875,0.362205625,0.4614455625,2.0612009375
0.84391446875,5.4276555625,0.15608553125,0.477054115625,1.8337075
1.02728521875,3.45886505469,-0.02728521875,0.47432559375,1.46956021328
1.17424124008,2.81038297445,-0.174241240078,0.456901469742,1.02384386129
1.27662562621,3.35700165373,-0.276625626207,0.429238907121,0.551378584492
1.33176348466,4.87528623096,-0.331763484656,0.396062558656,0.101431157558
1.34190660041,7.08008902392,-0.341906600412,0.361871898615,-0.286241109169
1.3132824895,9.66156877984,-0.313282489495,0.330543649665,-0.583829747809
1.25489951471,12.3190473572,-0.254899514714,0.305053698194,-0.776388487093
1.177260666,14.7888930083,-0.177260666005,0.287327631593,-0.86136077247
1.09112458876,16.8646204436,-0.091124588758,0.278215172717,-0.846975119768
1.00642707678,18.408424473,-0.00642707678116,0.277572465039,-0.749833817484
0.931443695033,19.3543127475,0.0685563049673,0.284428095536,-0.592049977704
