0.,2.,1.,0.
0.2,2.6,0.8,-2.
0.46,2.38,0.54,-2.6
0.698,1.794,0.302,-2.38
0.8774,1.1422,0.1226,-1.794
0.99162,0.58786,0.00838,-1.1422
1.050406,0.193118,-0.050406,-0.58786
1.0697178,-0.0428766,-0.0697178,-0.193118
1.06543014,-0.15229858,-0.06543014,0.0428766
1.050200282,-0.176549854,-0.050200282,0.15229858
1.0325452966,-0.1533655202,-0.0325452966,0.176549854
1.01720874458,-0.11110024926,-0.01720874458,0.1533655202
1.00609871965,-0.067747563938,-0.006098719654,0.11110024926
0.99932396326,-0.0325217084894,0.0006760367398,0.067747563938
0.996071792411,-0.00840443906722,0.00392820758874,0.0325217084894
0.995231348505,0.00533508345731,0.00476865149546,0.00840443906722
0.99576485685,0.0111378280281,0.00423514314973,-0.00533508345731
0.996878639653,0.0118116347079,0.00312136034692,-0.0111378280281
0.998059803124,0.00978621110621,0.00194019687613,-0.0118116347079
0.999038424234,0.00681625708412,0.000961575765508,-0.00978621110621
0.999720049943,0.00396802865625,0.000279950057096,-0.00681625708412
1.00011685281,0.00175030871107,-0.000116852808529,-0.00396802865625
1.00029188368,0.000291386996262,-0.000291883679636,-0.00175030871107
1.00032102238,-0.000496351260393,-0.000321022379262,-0.000291386996263
1.00027138725,-0.000790950136643,-0.000271387253223,0.000496351260393
1.00019229224,-0.000780059547439,-0.000192292239559,0.000790950136642
1.00011428628,-0.000618602343349,-0.000114286284815,0.000780059547438
1.00005242605,-0.000414153272635,-5.24260504802e-05,0.00061860234335
1.00001101072,-0.000229098082751,-1.10107232167e-05,0.000414153272634
0.999988100915,-9.07508712582e-05,1.18990850582e-05,0.000229098082749
0.999979025828,-3.427091261e-06,2.09741721839e-05,9.07508712578e-05
0.999978683119,4.09202169893e-05,2.13168813101e-05,3.42709126189e-06
0.99998277514,5.49098277167e-05,1.72248596113e-05,-4.09202169882e-05
0.999988266123,5.0922667538e-05,1.17338768395e-05,-5.49098277181e-05
0.99999335839,3.87445539405e-05,6.64161008568e-06,-5.09226675383e-05
0.999997232845,2.49065863536e-05,2.76715469161e-06,-3.87445539407e-05
0.999999723504,1.30062852899e-05,2.76496056051e-07,-2.49065863556e-05
1.00000102413,4.45487769873e-06,-1.02413247283e-06,-1.30062852888e-05
1.00000146962,-7.11801635633e-07,-1.46962024283e-06,-4.45487770007e-06
1.00000139844,-3.15278097629e-06,-1.39844007929e-06,7.11801635411e-07
1.00000108316,-3.74271445147e-06,-1.08316198166e-06,3.15278097629e-06
1.00000070889,-3.28913829883e-06,-7.08890536494e-07,3.74271445169e-06
1.00000037998,-2.40452256217e-06,-3.79976706766e-07,3.28913829728e-06
1.00000013952,-1.48131018185e-06,-1.3952445066e-07,2.40452256106e-06
